epoch,train_loss,train_nll,train_mae,val_loss,val_nll,val_mae,lr,sec
212,-1.706608,-1.706682,19.449448,6.534128,6.534127,90.924250,6.18e-05,8.1
213,-1.707687,-1.707731,19.349373,7.494997,7.494997,91.357430,6.15e-05,8.5
214,-1.710787,-1.710815,19.340991,7.368894,7.368893,92.222408,6.12e-05,8.5
215,-1.711898,-1.711929,19.324530,6.404173,6.404172,91.378352,6.09e-05,8.5
216,-1.714133,-1.714157,19.227971,7.298309,7.298308,91.080256,6.06e-05,9.0
217,-1.712862,-1.712885,19.237742,7.864976,7.864975,91.491753,6.03e-05,8.7
218,-1.720437,-1.720458,19.036646,6.966271,6.966271,91.525479,6.00e-05,9.9
219,-1.720269,-1.720290,19.038276,7.335299,7.335299,91.550301,5.97e-05,8.3
220,-1.714638,-1.714659,19.172355,6.954751,6.954751,91.468601,5.94e-05,8.4
221,-1.720064,-1.720085,19.042234,7.143932,7.143931,92.005367,5.91e-05,8.8
222,-1.722720,-1.722740,18.950644,7.629673,7.629673,91.128954,5.88e-05,8.8
223,-1.721708,-1.721736,19.004526,8.110262,8.110262,91.824670,5.84e-05,9.1
224,-1.723440,-1.723460,18.929099,8.249207,8.249206,92.844633,5.81e-05,8.6
225,-1.725362,-1.725383,18.837399,7.574396,7.574395,90.528717,5.78e-05,8.2
226,-1.726561,-1.726582,18.868935,7.634921,7.634921,91.463889,5.75e-05,8.5
227,-1.728924,-1.728942,18.816779,7.309906,7.309906,90.655253,5.72e-05,9.5
228,-1.734284,-1.734311,18.614986,7.301866,7.301865,91.352495,5.69e-05,9.1
229,-1.733862,-1.733886,18.668662,7.685047,7.685047,91.286440,5.66e-05,8.6
230,-1.732843,-1.732860,18.620617,7.489575,7.489575,91.698001,5.63e-05,8.7
231,-1.732676,-1.732696,18.698481,8.136835,8.136835,91.698721,5.60e-05,9.2
232,-1.737084,-1.737102,18.522492,7.430945,7.430945,91.271404,5.56e-05,9.1
233,-1.740001,-1.740022,18.470853,7.664868,7.664867,90.423706,5.53e-05,8.4
234,-1.741736,-1.741754,18.472304,7.726739,7.726739,91.946899,5.50e-05,8.6
235,-1.743098,-1.743125,18.438310,7.591135,7.591135,91.258733,5.47e-05,9.3
236,-1.742376,-1.742398,18.381783,7.534932,7.534932,91.996673,5.44e-05,8.6
237,-1.743033,-1.743060,18.397608,8.006789,8.006788,93.267669,5.41e-05,8.5
238,-1.745957,-1.745982,18.322096,8.260760,8.260760,91.103284,5.38e-05,8.1
239,-1.745176,-1.745204,18.326215,7.859441,7.859441,92.032386,5.35e-05,9.3
240,-1.747987,-1.748006,18.236488,8.568682,8.568682,92.218396,5.31e-05,8.8
241,-1.749915,-1.749934,18.190386,7.624818,7.624817,91.322722,5.28e-05,8.4
242,-1.750252,-1.750269,18.180348,7.575914,7.575913,91.185704,5.25e-05,8.2
243,-1.756898,-1.756914,17.972206,8.415566,8.415566,91.704295,5.22e-05,8.1
244,-1.750907,-1.750924,18.177516,8.022155,8.022155,90.878324,5.19e-05,8.8
245,-1.755048,-1.755071,18.045802,7.955260,7.955259,91.018816,5.16e-05,9.2
246,-1.758128,-1.758147,17.999099,7.398993,7.398992,90.842098,5.13e-05,9.3
247,-1.756729,-1.756745,17.994598,7.741868,7.741868,91.450655,5.09e-05,8.4
248,-1.760751,-1.760768,17.893972,7.956007,7.956006,91.611864,5.06e-05,8.7
249,-1.761355,-1.761371,17.864221,8.221955,8.221954,91.380475,5.03e-05,9.2
250,-1.763472,-1.763488,17.786827,7.504462,7.504462,90.838660,5.00e-05,8.8
251,-1.762726,-1.762742,17.879183,8.088913,8.088913,91.250335,4.97e-05,8.8
252,-1.766672,-1.766688,17.703828,8.518944,8.518943,91.580767,4.94e-05,8.5
253,-1.766598,-1.766613,17.751701,8.387708,8.387708,92.780891,4.91e-05,9.2
254,-1.769196,-1.769213,17.669426,8.076141,8.076141,91.602786,4.87e-05,8.4
255,-1.767902,-1.767918,17.701380,8.580388,8.580388,91.753401,4.84e-05,9.2
256,-1.770728,-1.770743,17.650271,8.636235,8.636235,91.658201,4.81e-05,8.5
257,-1.771648,-1.771694,17.683367,8.151119,8.151118,91.055121,4.78e-05,8.3
258,-1.774496,-1.774513,17.531589,8.900475,8.900475,92.015487,4.75e-05,8.2
259,-1.772200,-1.772357,17.602756,7.779701,7.779701,92.063442,4.72e-05,8.3
260,-1.776559,-1.776581,17.557191,8.584993,8.584993,90.776791,4.69e-05,8.1
261,-1.779199,-1.779217,17.401139,8.607339,8.607338,91.249651,4.65e-05,9.3
262,-1.778042,-1.778059,17.435917,7.840897,7.840897,91.377380,4.62e-05,8.8
263,-1.779102,-1.779118,17.392184,8.200619,8.200618,91.699227,4.59e-05,8.5
264,-1.779085,-1.779102,17.407192,8.453337,8.453337,92.111188,4.56e-05,9.0
265,-1.781280,-1.781297,17.358801,8.521478,8.521478,91.444838,4.53e-05,8.4
266,-1.781961,-1.781979,17.350314,8.716508,8.716507,91.649447,4.50e-05,8.0
267,-1.787692,-1.787707,17.211205,7.681893,7.681893,91.365902,4.47e-05,8.3
268,-1.783457,-1.783470,17.275251,8.449861,8.449860,91.507849,4.44e-05,8.6
269,-1.786414,-1.786428,17.232512,8.142195,8.142194,91.216237,4.40e-05,10.2
270,-1.789024,-1.789038,17.176454,8.408405,8.408405,91.787701,4.37e-05,8.9
271,-1.789679,-1.789692,17.148727,8.911387,8.911387,92.111081,4.34e-05,8.4
272,-1.786967,-1.787009,17.254795,8.471943,8.471943,91.274070,4.31e-05,8.5
273,-1.790454,-1.790474,17.092929,8.839662,8.839662,91.666367,4.28e-05,8.5
274,-1.792108,-1.792123,17.068604,8.990119,8.990119,91.586050,4.25e-05,8.3
275,-1.793124,-1.793140,17.053017,8.861070,8.861070,91.228759,4.22e-05,9.1
276,-1.794177,-1.794192,17.045056,9.042305,9.042305,91.982632,4.19e-05,8.6
277,-1.795115,-1.795128,16.983586,8.809549,8.809549,91.735778,4.16e-05,8.9
278,-1.795568,-1.795584,17.025822,9.061657,9.061657,91.003767,4.12e-05,8.3
279,-1.796065,-1.796080,17.002538,7.747538,7.747538,91.238977,4.09e-05,8.0
280,-1.795891,-1.795907,16.986376,9.082108,9.082107,92.010517,4.06e-05,8.0
281,-1.801384,-1.801399,16.824679,9.026105,9.026104,91.526843,4.03e-05,9.2
282,-1.796822,-1.796836,16.922124,8.485432,8.485431,91.487649,4.00e-05,8.6
283,-1.799970,-1.799984,16.841971,8.618558,8.618558,91.317087,3.97e-05,9.5
284,-1.804263,-1.804276,16.752484,8.107883,8.107883,91.414037,3.94e-05,9.3
285,-1.804027,-1.804040,16.773497,8.493728,8.493727,91.878773,3.91e-05,8.4
286,-1.802338,-1.802366,16.825169,8.880023,8.880022,91.388679,3.88e-05,8.4
287,-1.806023,-1.806038,16.781600,9.117157,9.117157,91.996753,3.85e-05,9.0
288,-1.807210,-1.807224,16.721636,9.112570,9.112570,91.537989,3.82e-05,8.3
289,-1.808117,-1.808130,16.617421,8.657077,8.657076,92.576040,3.79e-05,8.1
290,-1.808064,-1.808077,16.721949,9.339382,9.339382,92.220649,3.76e-05,8.7
291,-1.807950,-1.807983,16.665159,8.905873,8.905872,91.157861,3.73e-05,8.0
292,-1.809061,-1.809078,16.636331,8.873152,8.873151,90.814823,3.70e-05,8.6
293,-1.813623,-1.813648,16.514438,9.138367,9.138366,91.940458,3.67e-05,8.3
294,-1.812514,-1.812551,16.532704,9.589111,9.589111,91.829304,3.64e-05,8.3
295,-1.811865,-1.811882,16.559077,8.688692,8.688691,91.350365,3.61e-05,8.2
296,-1.816879,-1.816895,16.447450,9.010839,9.010838,91.481341,3.57e-05,9.2
297,-1.814367,-1.814381,16.495568,9.374873,9.374873,91.333085,3.54e-05,8.4
298,-1.814912,-1.814926,16.501387,8.980309,8.980309,91.792887,3.51e-05,8.8
299,-1.817558,-1.817573,16.433164,9.320647,9.320646,91.079471,3.48e-05,8.2
300,-1.817202,-1.817215,16.439195,9.073278,9.073277,91.186840,3.45e-05,8.0
301,-1.819021,-1.819035,16.422843,9.662167,9.662167,91.686294,3.43e-05,8.4
302,-1.817874,-1.817888,16.464823,9.527618,9.527617,91.964600,3.40e-05,8.4
303,-1.821712,-1.821726,16.328687,10.046542,10.046541,91.862209,3.37e-05,8.6
304,-1.822061,-1.822073,16.319657,9.023385,9.023385,91.471600,3.34e-05,8.6
305,-1.822958,-1.822971,16.316276,9.025290,9.025290,91.273405,3.31e-05,8.0
